"FOMC Dissent Data Appendix to ""Making Sense of Dissents: A History of FOMC Dissents."" Federal Reserve Bank of St. Louis Review, Third Quarter 2014 Vol. 96, No. 3",,,,,,,,,,,,,,,,,,,,,
Authors: Daniel L. Thornton and David C. Wheelock,,,,,,,,,,,,,,,,,,,,,
NOTE: This file was last updated 11/10/2018.,,,,,,,,,,,,,,,,,,,,,
Year,FOMC Meeting,Chair,Dissent (Y or N),FOMC Votes,Votes for Action,Votes Against Action,Number Governors Dissenting,Number Presidents Dissenting,No. Governors for Tighter,No. Governors for Easier,No. Presidents for Tighter,No. Presidents for Easier,Dissenters Tighter,Dissenters Easier,Dissenters Other/Indeterminate,,,,,,
1998,12/22/98,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
1999,02/03/99,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
1999,03/30/99,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
1999,05/18/99,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
1999,06/30/99,Greenspan,Y,10,9,1,0,1,,,,1,,McTeer,,,,,,,
1999,08/24/99,Greenspan,Y,10,9,1,0,1,,,,1,,McTeer,,,,,,,
1999,10/05/99,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
1999,11/16/99,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
1999,12/21/99,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,02/02/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,03/21/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,05/16/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,06/28/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,08/22/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,10/03/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,11/15/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2000,12/19/00,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,01/03/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,01/31/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,03/20/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,04/18/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,05/15/01,Greenspan,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2001,06/27/01,Greenspan,Y,10,9,1,0,1,,,1,,Poole,,,,,,,,
2001,08/21/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,09/17/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,10/02/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,11/06/01,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2001,12/11/01,Greenspan,Y,11,10,1,0,1,,,1,,Hoenig,,,,,,,,
2002,01/30/02,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2002,03/19/02,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2002,05/07/02,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2002,06/26/02,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2002,08/13/02,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2002,09/24/02,Greenspan,Y,12,10,2,1,1,,1,,1,,"Gramlich, McTeer",,,,,,,
2002,11/06/02,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2002,12/10/02,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,01/29/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,03/18/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,05/06/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,06/25/03,Greenspan,Y,12,11,1,0,1,,,,1,,Parry,,,,,,,
2003,08/12/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,09/16/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,10/28/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2003,12/09/03,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,01/28/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,03/16/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,05/04/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,06/30/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,08/10/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,09/21/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,11/10/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2004,12/14/04,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2005,02/02/05,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2005,03/22/05,Greenspan,N,12,12,0,0,0,,,,,,,,,,,,,
2005,05/03/05,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
2005,06/30/05,Greenspan,N,11,11,0,0,0,,,,,,,,,,,,,
2005,08/09/05,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2005,09/20/05,Greenspan,Y,10,9,1,1,0,,1,,,,Olson,,,,,,,
2005,11/01/05,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2005,12/13/05,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2006,01/31/06,Greenspan,N,10,10,0,0,0,,,,,,,,,,,,,
2006,03/28/06,Bernanke,N,11,11,0,0,0,,,,,,,,,,,,,
2006,05/10/06,Bernanke,N,11,11,0,0,0,,,,,,,,,,,,,
2006,06/29/06,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2006,08/08/06,Bernanke,Y,10,9,1,0,1,,,1,,Lacker,,,,,,,,
2006,09/20/06,Bernanke,Y,11,10,1,0,1,,,1,,Lacker,,,,,,,,
2006,10/25/06,Bernanke,Y,11,10,1,0,1,,,1,,Lacker,,,,,,,,
2006,12/12/06,Bernanke,Y,11,10,1,0,1,,,1,,Lacker,,,,,,,,
2007,01/31/07,Bernanke,N,11,11,0,0,0,,,,,,,,,,,,,
2007,03/21/07,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2007,05/09/07,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2007,06/28/07,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2007,08/07/07,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2007,09/18/07,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2007,10/31/07,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2007,12/11/07,Bernanke,Y,10,9,1,0,1,,,,1,,Rosengren,,,,,,,
2008,01/21/08,Bernanke,Y,9,8,1,0,1,,,1,,Poole,,,,,,,,
2008,01/30/08,Bernanke,Y,10,9,1,0,1,,,1,,Fisher,,,,,,,,
2008,03/18/08,Bernanke,Y,10,8,2,0,2,,,2,,"Fisher, Plosser",,,,,,,,
2008,04/30/08,Bernanke,Y,10,8,2,0,2,,,2,,"Fisher, Plosser",,,,,,,,
2008,06/25/08,Bernanke,Y,10,9,1,0,1,,,1,,Fisher,,,,,,,,
2008,08/05/08,Bernanke,Y,11,10,1,0,1,,,1,,Fisher,,,,,,,,
2008,09/16/08,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2008,10/07/08,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2008,10/29/08,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2008,12/16/08,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,01/28/09,Bernanke,Y,9,8,1,0,1,,,,,,,Lacker,,,,,,
2009,03/18/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,04/29/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,06/24/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,08/12/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,09/23/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,11/04/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2009,12/16/09,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2010,01/27/10,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2010,03/16/10,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2010,04/28/10,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2010,06/23/10,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2010,08/10/10,Bernanke,Y,10,9,1,0,1,,,1,,Hoenig,,,,,,,,
2010,09/21/10,Bernanke,Y,9,8,1,0,1,,,1,,Hoenig,,,,,,,,
2010,11/03/10,Bernanke,Y,11,10,1,0,1,,,1,,Hoenig,,,,,,,,
2010,12/14/10,Bernanke,Y,11,10,1,0,1,,,1,,Hoenig,,,,,,,,
2011,01/26/11,Bernanke,N,11,11,0,0,0,,,,,,,,,,,,,
2011,03/15/11,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2011,04/27/11,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2011,06/22/11,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2011,08/09/11,Bernanke,Y,10,7,3,0,3,,,1,,Kocherlakota,,"Fisher, Plosser",,,,,,
2011,09/21/11,Bernanke,Y,10,7,3,0,3,,,3,,"Fisher, Kocherlakota, Plosser",,,,,,,,
2011,11/02/11,Bernanke,Y,10,9,1,0,1,,,,1,,Evans,,,,,,,
2011,12/13/11,Bernanke,Y,10,9,1,0,1,,,,1,,Evans,,,,,,,
2012,01/25/12,Bernanke,Y,10,9,1,0,1,,,,,,,Lacker,,,,,,
2012,03/13/12,Bernanke,Y,10,9,1,0,1,,,,,,,Lacker,,,,,,
2012,04/25/12,Bernanke,Y,10,9,1,0,1,,,,,,,Lacker,,,,,,
2012,06/20/12,Bernanke,Y,12,11,1,0,1,,,1,,Lacker,,,,,,,,
2012,08/01/12,Bernanke,Y,12,11,1,0,1,,,,,,,Lacker,,,,,,
2012,09/13/12,Bernanke,Y,12,11,1,0,1,,,1,,Lacker,,,,,,,,
2012,10/24/12,Bernanke,Y,12,11,1,0,1,,,1,,Lacker,,,,,,,,
2012,12/12/12,Bernanke,Y,12,11,1,0,1,,,1,,Lacker,,,,,,,,
2013,01/30/13,Bernanke,Y,12,11,1,0,1,,,1,,George,,,,,,,,
2013,03/20/13,Bernanke,Y,12,11,1,0,1,,,1,,George,,,,,,,,
2013,05/01/13,Bernanke,Y,12,11,1,0,1,,,1,,George,,,,,,,,
2013,06/19/13,Bernanke,Y,12,10,2,0,2,,,1,1,George,Bullard,,,,,,,
2013,07/31/13,Bernanke,Y,12,11,1,0,1,,,1,,George,,,,,,,,
2013,09/18/13,Bernanke,Y,10,9,1,0,1,,,1,,George,,,,,,,,
2013,10/30/13,Bernanke,Y,10,9,1,0,1,,,1,,George,,,,,,,,
2013,12/18/13,Bernanke,Y,10,9,1,0,1,,,,1,,Rosengren,,,,,,,
2014,01/29/14,Bernanke,N,10,10,0,0,0,,,,,,,,,,,,,
2014,03/19/14,Yellen,Y,9,8,1,0,1,,,,,,,Kocherlakota,,,,,,
2014,04/30/14,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2014,06/18/14,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2014,07/30/14,Yellen,Y,10,9,1,0,1,,,,,,,Plosser,,,,,,
2014,09/17/14,Yellen,Y,10,8,2,0,2,,,,,,,"Fisher, Plosser",,,,,,
2014,10/29/14,Yellen,Y,10,9,1,0,1,,,,1,,Kocherlakota,,,,,,,
2014,12/17/14,Yellen,Y,10,7,3,0,3,,,,1,,Kocherlakota,"Fisher, Plosser",,,,,,
2015,01/28/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2015,03/18/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2015,04/29/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2015,06/17/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2015,07/29/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2015,09/17/15,Yellen,Y,10,9,1,0,1,,,1,,Lacker,,,,,,,,
2015,10/28/15,Yellen,Y,10,9,1,0,1,,,1,,Lacker,,,,,,,,
2015,12/16/15,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2016,01/27/16,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2016,03/16/16,Yellen,Y,10,9,1,0,1,,,1,,George,,,,,,,,
2016,04/27/16,Yellen,Y,10,9,1,0,1,,,1,,George,,,,,,,,
2016,06/15/16,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2016,07/27/16,Yellen,Y,10,9,1,0,1,,,1,,George,,,,,,,,
2016,09/21/16,Yellen,Y,10,7,3,0,3,,,3,,"George, Mester, Rosengren",,,,,,,,
2016,11/02/16,Yellen,Y,10,8,2,0,2,,,2,,"George, Mester",,,,,,,,
2016,12/14/16,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2017,02/01/17,Yellen,N,10,10,0,0,0,,,,,,,,,,,,,
2017,03/15/17,Yellen,Y,10,9,1,0,1,,,,1,,Kashkari,,,,,,,
2017,05/03/17,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2017,06/14/17,Yellen,Y,9,8,1,0,1,,,,1,,Kashkari,,,,,,,
2017,07/26/17,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2017,09/20/17,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2017,11/01/17,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2017,12/13/17,Yellen,Y,9,7,2,0,2,,,,2,,"Evans, Kashkari",,,,,,,
2018,01/31/18,Yellen,N,9,9,0,0,0,,,,,,,,,,,,,
2018,03/21/18,Powell,N,8,8,0,0,0,,,,,,,,,,,,,
2018,05/02/18,Powell,N,8,8,0,0,0,,,,,,,,,,,,,
2018,06/13/18,Powell,N,8,8,0,0,0,,,,,,,,,,,,,
2018,08/01/18,Powell,N,8,8,0,0,0,,,,,,,,,,,,,
2018,09/26/18,Powell,N,9,9,0,0,0,,,,,,,,,,,,,
2018,11/08/18,Powell,N,9,9,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Please note the correction made on April 19, 2018: For the FOMC meeting on 01/26/1943, ""FOMC Votes"" and ""Votes for Action"" were both changed from 9 to 11.",,,,,,,,,,,,,,,,,,,,,
